name,cnpj,cep,state,city,address,industry_sector,enterprise_type,user_id
BIOPALMA DA AMAZONIA - Moju,08.581.205/0002-09,68450-000,PA,Moju,"ROD PA-150, KM 37, S/N",Alimentos e Bebidas,B,94
BIOPALMA DA AMAZONIA - Tomé-Açu,08.581.205/0004-62,68680-000,PA,Tomé-Açu,"RAM VILA DO SOCORRO,KM 28, S/N",Alimentos e Bebidas,B,94
BIOSAN COM. DE PROD. PARA LABORATORIOS LTDA,02.902.707/0001-19,30150-250,MG,Belo Horizonte,,O&M,c,61
Biosev - Lagoa da Prata,,,MG,Lagoa da Prata,,Açúcar e alcool,b,61
BIOSEV - Dourados,,,MS,Dourados,,Agrícola,C,64
BIOSEV - Leme,15.527.906/0036-66,13610-970,SP,Leme,"EST VICINAL JOSE DE SOUZA QUEIROZ FILHO, S/N",Açúcar e alcool,A,51
Biosev - Lagoa da Prata,15.527.906/0029-37,35590-000,MG,Lagoa da Prata,,Açúcar e alcool,B,61
BIRLA CARBON BRASIL LTDA,02.634.915/0005-08,42810-320,BA,Camaçari,"VIA FRONTAL, S/N/KM 1",Petroquímica,,70
BLASPINT MANUTENÇÃO INDUSTRIAL LTDA,02.460.761/0001-51,12285-810,SP,Caçapava,"ROD. JOÃO AMARAL GURGEL, 1501",O&M,B,50
BLUE CUBE BRASIL COMERCIO DE PRODUTOS QUIMICOS LTDA,20.920.259/0001-68,11460-006,SP,Guarujá,"AV SANTOS DUMONT, 4444",Revenda,C,68
BM3 COMERCIO E SERVICOS LTDA. - ME,22.572.616/0001-70,06130-090,SP,Osasco,"RUA OLIVEIRA LIMA, 291",Revenda,C,42
BNG METALMECANICA LTDA,02.373.467/0001-02,29168-089,ES,Serra,"AV TALMA RODRIGUES RIBEIRO, 1891",O&M,B,49
BO PAPER IND. PAPEIS,31.985.633/0001-20,84200-000,PR,Jaguariaíva,"ROD PR 151, S/N/KM 207,5",Papel e Celulose,B,57
BOA PRACA IMPORTADORA E EXPORTADORA - RJ,39.786.504/0002-03,21021-640,RJ,Rio de Janeiro,"RUA SARGENTO AQUINO, 75",Revenda,C,48
BOA PRAÇA IMPORTADORA E EXPORTADORA - Vitória,39.786.504/0001-14,29056-186,ES,Vitória,"AV. LEITAO DA SILVA, 1780",Revenda,C,49
BONFANTE ENERGETICA S/A,06.982.746/0002-05,36123-000,MG,Simão Pereira,,Energia (Hidro),B,61
BORRACHAS VIPAL NORDESTE S/A,07.857.217/0001-61,44055-770,BA,Feira de Santana,"RODOVIA BR 324, S/N/KM 521,5",O&M,B,70
BORRACHAS VIPAL NORDESTE S/A,07.857.217/0001-61,44055-770,BA,Feira de Santana,"RODOVIA BR 324, S/N/KM 521,5",O&M,B,70
BORRACHAS VIPAL - Nova Prata,87.870.952/0014-69,95320-000,RS,Nova Prata,"AV. IMPERATRIZ LEOPOLDINA, 578",Automotiva,F,71
BOURBON OFFSHORE MARITIMA - Barra dos Coqueiros,42.487.991/0003-90,49140-000,SE,Barra dos Coqueiros,"ROD JOSE DE CAMPOS, 545",,B,88
BOURBON OFFSHORE MARITIMA - RJ,42.487.991/0008-03,21040-300,RJ,Rio de Janeiro,"RUA VINTE E QUATRO DE FEVEREIRO, 122",Naval,A,48
BRACELL BAHIA SPECIALTY CELLULOSE S/A,69.037.133/0001-39,42810-290,BA,Camaçari,"RUA ALFA, 1033",Papel e Celulose,A+,70
BRACELL BAHIA SPECIALTY CELLULOSE S/A,69.037.133/0001-39,42810-290,BA,Camaçari,"RUA ALFA, 1033",Papel e Celulose,A,70
BRACELL BAHIA SPECIALTY CELLULOSE S/A,69.037.133/0001-39,42810-290,BA,Camaçari,"RUA ALFA, 1033",Papel e Celulose,A,70
BRACELL BAHIA SPECIALTY CELLULOSE S/A,69.037.133/0001-39,42810-290,BA,Camaçari,"RUA ALFA, 1033",Papel e Celulose,A,70
BRACELL BAHIA SPECIALTY CELLULOSE S/A,69.037.133/0001-39,42810-290,BA,Camaçari,"RUA ALFA, 1033",Papel e Celulose,A,70
BRACELL SP CELULOSE LTDA,53.943.098/0001-87,18695-900,SP,Lençóis Paulista,"RODOVIA JULIANO LORENZETTI, S/N/KM 04",Papel e Celulose,A+,51
BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S/A,05.161.069/0005-44,75132-020,GO,Anápolis,"V PR - 1, QD 2A MO 4, S/N",Química,B,65
BRAM OFFSHORE TRANSPORTES MARITIMOS - Macaé,07.864.634/0003-01,27933-400,RJ,Macaé,"RUA JOSE CANDIDO MARCILIO, S/N/LT 25A QD Z4",Naval,A,77
BRAM OFFSHORE TRANSPORTES MARITIMOS - Macaé,07.864.634/0003-01,27933-400,RJ,Macaé,"RUA JOSE CANDIDO MARCILIO, S/N/LT 25A QD Z4",Naval,A,77
BRAM OFFSHORE TRANSPORTES MARITIMOS - São João da Barra,07.864.634/0006-46,28200-000,RJ,São João da Barra,"FAZ SACO DANTAS, S/N/VIA 5 PROJETADA",Naval,A,77
BRASFEMM COMERCIAL LTDA,03.245.766/0001-24,20090-050,RJ,Rio de Janeiro,"RUA MAYRINK VEIGA, 11/SALA 202",Revenda,C,90
BRASFRUT FRUTOS DO BRASIL LTDA,32.677.726/0001-50,44097-324,BA,Feira de Santana,"AVENIDA DEPUTADO LUIS EDUARDO MAGALHAES, S/N/KM 526,8",Alimentos e Bebidas,,66
BRASIL SERVICOS DE CONTENCAO DE VAZAMENTO DE PETROLEO LTDA,17.458.230/0001-00,23900-490,RJ,Angra dos Reis,"PC LOPES TROVAO, S/N/PARTE 1",EPC,A,48
BRASILIT SAINT GOBAIN ,61.064.838/0001-33,66825-000,PA,Belém,"RODOVIA ARTHUR BERNARDES, CP 216",Cimenteira,B,94
BRASKEM - PE7,,09270-900,SP,Santo André,"AV PRESIDENTE COSTA E SILVA, 400",Petroquímica,A+,42
BRASKEM - PP5,04.705.090/0005-09,25221-000,RJ,Duque de Caxias,"RUA MARUMBI, 1400",Petroquímica,A+,48
BRASKEM - Q4,09.017.802/0006-93,25221-000,RJ,Duque de Caxias,"RUA MARUMBI, 1001",Petroquímica,,48
BRASKEM S.A - Q2,42.150.391/0038-62,95853-000,RS,Triunfo,"BR 386 - RODOVIA TABAI CANOAS , KM 419, 850",Petroquímica,A+,71
BRASKEM S/A - PE8,09.017.802/0004-21,11573-903,SP,Cubatão,"Rodovia Conego Domenico Rangoni  SP 055, 055",Petroquímica,F,68
BRASKEM S/A - PE9,42.150.391/0047-53,25221-000,RJ,Duque de Caxias,"RUA MARUMBI, 1001/PARTE",Petroquímica,A,48
BRASKEM S/A - CS1,42.150.391/0022-03,57010-900,AL,Maceió,"AV ASSIS CHATEAUBRIAND, 5260",Petroquímica,A+,78
BRASKEM S/A - CS2,42.150.391/0018-19,42810-270,BA,Camaçari,"RUA OXIGENIO, 765",Petroquímica,A+,41
BRASKEM S/A - PE3,42.150.391/0032-77,42810-020,BA,Camaçari,"RUA BENZENO, 1561",Petroquímica,A+,41
BRASKEM S/A - PE4,42.150.391/0010-61,95853-200,RS,Triunfo,"EST BR 386, S/N/KM 419 VC 1216",Petroquímica,A,71
BRASKEM S/A - PE5,42.150.391/0037-81,95853-000,RS,Triunfo,"POLO PETROQUIMICO (TRIUNFO), S/N/LOTE 04",Petroquímica,A,71
BRASKEM S/A - PE6,42.150.391/0010-61,95853-200,RS,Triunfo,"EST BR 386, S/N/KM 419 VC 1216",Petroquímica,A,71
BRASKEM S/A - PE8,42.150.391/0048-34,11573-903,SP,Cubatão,"RODOVIA CONEGO DOMENICO RANGONI, S/N/SP 55",Petroquímica,A+,68
BRASKEM S/A - PP1,42.150.391/0037-81,95853-000,RS,Triunfo,"POLO PETROQUIMICO (TRIUNFO), S/N/LOTE 04",Petroquímica,A,71
BRASKEM S/A - PP2,42.150.391/0037-81,95853-000,RS,Triunfo,"POLO PETROQUIMICO (TRIUNFO), S/N/LOTE 04",Petroquímica,A,71
BRASKEM S/A - PP3,42.150.391/0040-87,13147-082,SP,Paulínia,"RUA WAGNER SAMARA, 1280",Petroquímica,A,104
BRASKEM S/A - PP4,42.150.391/0052-10,09380-440,SP,Mauá,"AVENIDA AYRTON SENNA DA SILVA, 2700",Petroquímica,A,42
BRASKEM S/A - PVC 2,42.150.391/0021-14,57160-000,AL,Marechal Deodoro,"ROD. DIVALDO SURUAGY, S/N/KM 12 VIA II",Petroquímica,A+,78
BRASKEM S/A - Q1,42.150.391/0001-70,42810-000,BA,Camaçari,"RUA ETENO, 1561",Petroquímica,A+,41
BRASKEM S/A -PE 1,42.150.391/0008-47,42810-000,BA,Camaçari,"RUA ETENO, 1582",Petroquímica,A,41
BRASKEM S/A -PE 2,42.150.391/0030-05,42810-280,BA,Camaçari,"RUA HIDROGENIO, 3520",Petroquímica,A+,41
BRASKEM S/A -PVC 1,42.150.391/0017-38,42810-000,BA,Camaçari,"RUA HIDROGENIO, 3342",Petroquímica,A+,41
BRASKEM TERMINAL,42.150.391/0034-39,43813-000,BA,Candeias,"VIA MATOIN, S/N",Petroquímica,A,41
BRENCO COMPANHIA BRASILEIRA DE ENERGIA RENOVAVEL - Mineiros,08.070.566/0012-54,75830-000,GO,Mineiros,"RODOVIA GO-341, KM 67 A DIREITA 13KM, S/N",Energia (Hidro),C,65
BRENCO COMPANHIA BRASILEIRA DE ENERGIA RENOVAVEL - Perolândia,08.070.566/0011-73,75823-000,GO,Perolândia,"RODOVIA BR 364 - KM 256, S/N",Energia (Hidro),C,65
Brennad -  Sete Lagoas,,,MG,Sete Lagoas,,Cimenteira,a,61
Brennand Cimentos,,,MG,Sete Lagoas,,cimenteira,b,61
BRENNAND ENERGIA MANOPLA S/A,05.643.940/0002-01,55570-000,PE,Rio Formoso,"RUA AMARO, S/N",Energia (Hidro),B,46
BRENNAND ENERGIA S/A,10.532.985/0001-50,51020-031,PE,Recife,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 2589/8º ANDAR",Energia (Outros),A+,44
BRF REALIZACOES LTDA,17.327.150/0001-07,41820-020,BA,Salvador,"AVENIDA TANCREDO NEVES, 274",Alimentos e Bebidas,B,70
BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,57.497.539/0007-00,42810-200,BA,Camaçari,"RODOVIA BA-535 (VIA PARAFUSO), S/N",O&M,B,70
BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,57.497.539/0007-00,42810-200,BA,Camaçari,"RODOVIA BA-535 (VIA PARAFUSO), S/N",O&M,B,70
BRIZOMAC COMERCIAL LTDA EPP,03.249.552/0001-26,21021-490,RJ,Rio de Janeiro,"RUA ANGELICA MOTA, 408",Revenda,C,74
BRUMAN COMERCIO E SERVICOS DE MAQUINAS E EQUIPAMENTOS LTDA,09.471.676/0001-38,29167-638,ES,Serra,"RUA MANOEL LOPES, 1",Revenda,C,49
BUCKMAN LABORATORIOS LTDA,44.589.885/0001-81,13177-070,SP,Sumaré,"VIA ANHANGUERA, S/N",Química,B,104
BUNGE ALIMENTOS - Uruçuí,84.046.101/0395-61,64860-000,PI,Uruçuí,"RODOVIA 247 KM 23, S/N/CRUZETA",Alimentos e Bebidas,,90
BUNGE ALIMENTOS - Dourados,84.046.101/0019-12,79804-970,MS,Dourados,,ALIMENTOS e BEBIDAS,B,64
BUNGE ALIMENTOS - Luis Eduardo ,84.046.101/0228-39,47850-000,BA,Luís Eduardo Magalhães,"RODOVIA BR 242, KM 01, S/N",Alimentos e Bebidas,B,70
BUNGE ALIMENTOS - Luziânia,84.046.101/0057-48,72834-510,GO,Luziânia,"RODOVIA  BR-040, S/N",Alimentos e Bebidas,A,65
BUNGE ALIMENTOS - Nova Mutum,84.046.101/0543-66,78450-000,MT,Nova Mutum,"RODOVIA BR 163, S/N/KM 602",Alimentos e Bebidas,A+,75
BUNGE ALIMENTOS - Ponta Grossa,84.046.101/0284-46,84043-450,PR,Ponta Grossa,"RODOVIA BR-376, S/N/KM 506,5",Agrícola,A,57
BUNGE ALIMENTOS - Rio Grande,84.046.101/0301-81,96204-040,RS,Rio Grande,"AV ALM MAXIMIANO FONSECA, 4350",Alimentos e Bebidas,F,71
BUNGE TERMINAL,,,PE,,,Alimentos e Bebidas,,46
BUXTOM COMERCIAL ACESSORIOS INDUSTRIAIS LTDA - ME,08.384.902/0001-80,03127-001,SP,Sâo Paulo,"RUA CHAMANTA, 1385",Revenda,C,42
BW OFFSHORE DO BRASIL LTDA,09.406.370/0001-06,22290-160,RJ,Rio de Janeiro,"RUA LAURO MULLER, 116",Óleo e Gás (Offshore),A+,74
BW OFFSHORE DO BRASIL SERVICOS MARITIMOS LTDA,07.479.772/0001-05,22290-160,RJ,Rio de Janeiro,"RUA LAURO MULLER, 116/SALA 703",Óleo e Gás (Offshore),,48
C C DE SOUZA LOPES COMERCIO DE EQUIPAMENTOS DIVERSOS ME,10.533.599/0001-82,28860-000,RJ,Casimiro de Abreu,"RUA MOISES SANTOS, 297/PARTE",Revenda,C,40
C L MENEZES E RANGEL LTDA ME,12.409.217/0001-39,28024-440,RJ,Campos dos Goytacazes,"RUA DILCE ODILEA MARTINS, 20",Revenda,C,74
C.K.L. MANUTENCAO E SERVICOS LTDA - ME,08.950.676/0001-58,42801-450,BA,Camaçari,"CAMINHO PIRAPORA, 13",O&M,B,70
C.R.N. SERVICOS DE LIMPEZA INDUSTRIAL EIRELI - EPP,04.618.847/0001-95,11600-000,SP,São Sebastião,"RUA PROFESSOR URSOLINO BARBOSA, 56/SALA 03",Revenda,C,50
CABOT BRASIL INDÚSTRIA E COMÉRCIO LTDA,61.741.690/0001-24,09380-435,SP,Mauá,"AVENIDA DAS  INDUSTRIAS, 135",Petroquímica,A,42
CADAM S/A,04.788.980/0010-80,68230-000,PA,Almeirim,"VILA MUNGUBA, S/N",Mineração,B,94
CALAMO DISTRIBUIDORA DE PRODUTOS DE BELEZA S.A.,06.147.451/0009-90,44330-000,BA,São Gonçalo dos Campos,"RODOVIA BR 101, S/N/KM 174",Química,B,70
CAMORIM OFFSHORE SERVICOS MARITIMOS LTDA,09.096.163/0001-94,24050-190,RJ,Niterói,"RUA MARIO TRILHA, 136/PARTE",Naval,A,89
CANDEIAS ENERGIA S/A,09.497.818/0002-17,43813-000,BA,Candeias,"VIA CANAL DE TRAFEGO, S/N",Energia (Termo),A+,41
CANDEIAS ENERGIA S/A,09.497.818/0002-17,43813-000,BA,Candeias,"VIA CANAL DE TRAFEGO, S/N",Energia (Termo),B,41
CAPUAVA INDUSTRIA E COMERCIO LTDA,54.362.447/0001-30,13400-970,SP,Piracicaba,"ROD SP 127, KM. 21, S/N",Açúcar e alcool,B,104
CARANGOLA ENERGIA S/A,07.063.934/0002-00,36800-000,MG,Carangola,"RODOVIA BR 482, S/N/KM 41,5",Energia (Hidro),b,58
CARGILL  - Campo Grande,,,MS,Campo Grande,,ALIMENTOS e BEBIDAS,C,64
CARGILL AGRICOLA - Barreiras,60.498.706/0259-07,47804-510,BA,Barreiras,"RODOVIA BR 020/242, S/N",Agrícola,B,70
CARGILL AGRICOLA - Castro,60.498.706/0390-10,84174-150,PR,Castro,"ROD PR-340, S/N/PR-090 KM-115",Agrícola,A,57
CARGILL AGRICOLA - Ilhéus,60.498.706/0025-24,45658-335,BA,ILHEUS,"RODOVIA ILHEUS-URUCUCA, S/N/KM 8",Agrícola,B,70
CARGILL AGRICOLA - Mairinque,60.498.706/0078-36,18120-000,SP,Mairinque,"AVENIDA CARGILL, S/N",Alimentos e Bebidas,A,69
CARGILL AGRICOLA - Rio Verde,60.498.706/0066-00,75901-970,GO,Rio Verde,"ROD. ESTADUAL ANEL VIÁRIO, S/N/FAZ. S THOMAZ A",Alimentos e Bebidas,A,65
CARGILL AGRICOLA - Uberlândia,60.498.706/0134-88,38402-350,MG,Uberlândia,"RUA WILL CARGILL, 880",Alimentos e Bebidas,b,59 
CARGILL CANOLA ,,,RN,,,Alimentos e Bebidas,,47
CARIOCA CHRISTIANI NIELSEN ENGENHARIA S/A,40.450.769/0098-59,49170-000,SE,Laranjeiras,"PRAÇA CORONEL MARCOLINO EZEQUIEL, 153/SL B",Energia (Outros),B,88
CARPORT OFFSHORE LTDA-ME,25.343.274/0001-04,24416-305,RJ,São Gonçalo,"RUA DOUTOR ARTHUR BERNARDES, 157",Revenda,C,90
CASA DA BORRACHA SAO PAULO - EIRELI - EPP,71.647.630/0001-09,05533-000,SP,Sâo Paulo,"AVENIDA ELISEU DE ALMEIDA, 2924",Revenda,C,42
"CASA DOS VENTOS 1, II, III, IV, V E VI",,,PE,,,Energia (Éolica),A+,46
CASCADURA INDUSTRIAL - RECIFE ,11.331.460/0001-19,54518-245,PE,Cabo de Santo Agostinho,"RUA LIMOEIRO, 161",O&M,C,46
CASCADURA INDUSTRIAL - RJ,60.891.041/0005-70,21530-200,RJ,Rio de Janeiro,"RUA SARGENTO SILVIO HOLLEMBACK, 501",Revenda,C,48
CATERPILLAR BRASIL LTDA,61.064.911/0017-34,83606-360,PR,Campo Largo,"RUA EMA TANER DE ANDRADE, 792",O&M,C,57
CATIPORA ENERGETICA S.A,04.589.680/0002-62,95335-000,RS,Cotiporã,"LINHA FREI CANECA, S/N",Energia (Hidro),B,71
CATTALINI TERMINAIS ,,,PR,Paranaguá,,Naval,A,57
CBB COMPANHIA BRASILEIRA DE BEBIDAS,01.676.643/0001-12,42850-000,BA,Dias d'Ávila,"RODOVIA BA 093, S/N/KM 21",Alimentos e Bebidas,B,70
CBB COMPANHIA BRASILEIRA DE BEBIDAS,01.676.643/0001-12,42850-000,BA,Dias d'Ávila,"RODOVIA BA 093, S/N/KM 21",Alimentos e Bebidas,B,70
CBC INDUSTRIAS PESADAS S.A.,60.501.707/0001-03,13212-240,SP,Jundiaí,"RODOVIA DOM GABRIEL PAULINO BUENO COUTO, S/N/KM 68",O&M,B,67
CBF INDUSTRIA DE GUSA S/A,36.312.056/0005-52,29680-000,ES,João Neiva,"ROD BR 101, S/N/KM 196,5",Siderurgia,B,49
CBPO ENGENHARIA LTDA,61.156.410/0002-00,22280-040,RJ,Rio de Janeiro,"RUA PROFESSOR ALVARO RODRIGUES, 321",EPC,B,48
CCM MONTAGENS INDUSTRIAIS LTDA,01.799.357/0001-44,92480-000,RS,Nova Santa Rita,"RUA DA PEDREIRA, 91",O&M,C,71
CEEME CONSTRUCOES E MONTAGENS LTDA,02.005.894/0001-38,08730-090,SP,Mogi das Cruzes,"RUA BASILIO BATALHA, 191",O&M,B,42
CEG RIO S/A,01.695.370/0001-53,20941-070,RJ,Rio de Janeiro,"AVENIDA PEDRO II, 68/PREDIO 24",Energia (Outros),A,48
CELESC DISTRIBUICAO - Florianópolis,08.336.783/0001-90,88034-900,SC,Florianópolis,"AVENIDA ITAMARATI, 160",Energia (Outros),B,57
CELESC DISTRIBUICAO - Joinville,08.336.783/0014-05,89216-140,SC,Joinville,"RUA TIMBO, 1610",Energia (Outros),B,57
CELSE - CENTRAIS ELETRICAS DE SERGIPE SA,23.758.522/0001-52,49140-000,SE,Barra dos Coqueiros,"RODOVIA CESAR FRANCO, S/N",Energia (Outros),B,88
CELSE - CENTRAIS ELETRICAS DE SERGIPE SA,23.758.522/0001-52,49140-000,SE,Barra dos Coqueiros,"RODOVIA CESAR FRANCO, S/N",Energia (Outros),B,88
CELULOSE E PAPEL DE PERNAMBUCO S/A - CEPASA,10.422.699/0001-31,54100-000,PE,Jaboatão dos Guararapes,"RUA VEREADOR SOCRATES R. P. SOUZA, 183",Papel e Celulose,F,46
CELULOSE IRANI S/A,92.791.243/0002-94,89675-000,SC,Vargem Bonita,"VILA CAMPINA DA ALEGRIA, BR 153, S/N",Papel e Celulose,B,57
CEMANTEC CENTRAL DE MANUTENCAO TECNICA LTDA EPP,10.787.910/0001-10,27973-000,RJ,Macaé,"AV A, S/N/QD 02, LT 07",Óleo e Gás (Offshore),C,40
CEMANTEC CENTRAL DE MANUTENCAO TECNICA LTDA EPP,10.787.910/0001-10,27973-000,RJ,Macaé,"AV A, S/N/QD 02, LT 07",Revenda,C,40
CEMIG,,,MG,Belo Horizonte,,Energia (Outros),b,61
Cenibra Fábrica,,,MG,Belo Oriente,,PAPEL E CELULOSE,A+,58
CENTRAIS ELÉTRICAS DA PARAIBA S/A - EPASA,10.366.780/0001-41,58059-716,PB,João Pessoa,"RUA PROJETADA, S/N/KM 1",Energia (Outros),,55
CENTRAIS ELETRICAS DE PERNAMBUCO S/A - EPESA,06.212.748/0002-15,53610-970,PE,Igarassu,"ESTRADA DO ENGENHO D'AGUA, KM 7,7, S/N",Energia (Termo),C,46
CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A,00.357.038/0014-30,65445-000,PA,Barcarena,"ROD. PA 483, KM 20, S/N",Energia (Hidro),C,93
CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S/A - UHE TUCURUI,00.357.038/0036-46,68464-000,PA,Tucuruí,"ROD BR 422, KM 13, S/N",Energia (Hidro),A+,72
CENTRAL ELETRO COMERCIO E SERVICOS OFFSHORE LTDA,10.437.723/0001-06,27937-600,RJ,Macaé,"RUA DOLORES CARVALHO VASCONCELOS, 398",Revenda,C,90
CENTRAL ENERGETICA MORRINHOS S/A,07.130.855/0001-86,75650-000,GO,Morrinhos,"ROD  BR 153, KM 646, 800MT ESQUERDA, S/N",Energia (Hidro),C,65
Central Eólica Campo Largo,,,BA,Sento Sé,,Energia (Éolica),,90
CENTRIX MANUTENCOES INDUSTRIAIS LTDA,20.441.352/0001-90,13187-032,SP,Hortolândia,"RUA PORTO VELHO, 194/ANEXO 1",O&M,B,104
CENTRO DE INTENDENCIA DA MARINHA EM SALVADOR,00.394.502/0180-00,40800-310,BA,Salvador,"ESTRADA BASE NAVAL DE ARATU, DA, S/N",Naval,B,70
CENTRO TECNOLÓGICO DE USINAGEM E SERVIÇOS EIRELI - ME,14.688.400/0001-46,74430-200,GO,Goiânia,"AVENIDA DOM VITAL, 35",O&M,C,65
CERPA CERVEJARIA PARAENSE S/A,04.894.085/0001-50,66825-000,PA,Belém,"ROD ARTHUR BERNARDES, 7699",Alimentos e Bebidas,B,94
CERRADINHO BIO ENERGIA  S/A,,,go,Chapadão do Céu,,Açúcar e alcool,b,90
CERVEJARIA PETROPOLIS DE PERNAMBUCO LTDA,16.622.166/0001-80,53700-000,PE,Itapissuma,"ROD BR 101 KM 37,50, S/N",ALIMENTOS e BEBIDAS,B,46
CERVEJARIA PETROPOLIS - Boituva,73.410.326/0003-22,18550-000,SP,Boituva,"ESTRADA MUNICIPAL BATISTA FAVORETTI, 350",Alimentos e Bebidas,A,69
CERVEJARIA PETROPOLIS - Petrópolis,73.410.326/0004-03,25750-160,RJ,Petrópolis,"RUA TRAJANO PAULA BRAGA FILHO, 199",Alimentos e Bebidas,A,48
CERVEJARIA PETROPOLIS - Teresópolis,73.410.326/0009-18,25985-001,RJ,Teresópolis,"ROD SANTOS DUMONT, 47700",Alimentos e Bebidas,A,48
CERVEJARIAS KAISER BRASIL - Pacatuba,19.900.000/0019-03,61800-000,CE,Pacatuba,"CE-060, S/N/KM 11",Alimentos e Bebidas,B,95
CETREL BIOENERGIA LTDA,12.144.321/0001-49,55600-000,PE,São Lourenço da Mata,"RODOVIA PE-045, S/N/KM 14",Outro,B,46
CETREL - Camaçari l,14.414.973/0002-62,42810-270,BA,Camaçari,"RUA OXIGENIO, 1099/COMP BASICO",Petroquímica,B,70
CETREL - Camaçari ll,14.414.973/0001-81,42810-000,BA,Camaçari,"VIA ATLANTICA, S/N",Saneamento,B,70
CGTF CENTRAL GERADORA TERMELETRICA FORTALEZA S/A,04.659.917/0001-53,61600-000,CE,Caucaia,"RODOVIA CE 422, KM 01, S/N",Energia (Termo),B,95
CHAPINTER MARINE SUPPLY EXPORTADORA LTDA - EPP,60.367.778/0001-65,11013-203,SP,Santos,"RUA SAO FRANCISCO, 423",Revenda,C,68
CHESCOVED DO BRASIL EIRELI,17.272.142/0001-00,42712-740,BA,Lauro de Freitas,"AVENIDA SANTOS DUMONT, 6105",Revenda,,90
Chesf jequie,,,BA,Jequié,,Energia (Hidro),,90
CHESF PE,,,PE,Recife,,Energia (Hidro),A+,46
CIA DE FERRO LIGAS DA BAHIA FERBASA,15.141.799/0001-03,48120-000,BA,Pojuca,"ESTRADA DE SANTIAGO, S/N",mineração,,66
CIA DE GERACAO TERMICA DE ENERGIA ELETRICA,02.016.507/0003-20,96495-000,RS,Candiota,"ESTRADA MIGUEL ARLINDO CAMARA, 3601",Energia (Termo),B,71
CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,43.776.517/0450-19,11085-030,SP,Santos,"PRACA RUY LUGO VINA, 8",Saneamento,A,68
CIA DO METROPOLITANO DE SÃO PAULO,62.070.362/0001-06,04330-020,SP,Sâo Paulo,"AVENIDA FRANCISCO DE PAULA RIBEIRO, 134",O&M,B,105
CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA,92.715.812/0001-31,91410-400,RS,Porto Alegre,"AVENIDA JOAQUIM PORTO VILLANOVA, 201",Energia (Hidro),B,71
CIA IGUAÇU DE CAFÉ SOLÚVEL,76.255.926/0001-90,86300-000,PR,Cornélio Procópio,"ROD MELLO PEIXOTO, S/N/BR 369, KM 88",Alimentos e Bebidas,A,52
CIAGERAL COMERCIO E PARTICIPACOES LTDA,33.410.622/0001-47,20021-060,RJ,Rio de Janeiro,"AVENIDA BEIRA-MAR, 216/GRUPO 1102",Revenda,C,48
CIBRAFERTIL COMPANHIA BRASILEIRA DE FERTILIZANTES,00.117.842/0001-28,42810-290,BA,Camaçari,RUA ALFA,fertilizantes,A+,41
CIBRAPEL S/A INDUSTRIA DE PAPEL E EMBALAGENS,33.352.881/0003-20,25940-000,RJ,Guapimirim,"RUA COMANDANTE BACELLAR, 731",Papel e Celulose,A,48
CIMAR CIMENTOS DO MARANHAO S/A,15.129.010/0001-07,65091-242,MA,São Luís,"RUA PRINCIPAL, EST DE ACESSO BR 135, 2",Cimenteira,B,54
CIMENTO AÇAI,,,MA,Açailândia,,Cimenteira,B,54
CIMENTO APODI,,,RN,,,Cimenteira,,47
CIMENTO BRAVO NA BAHIA,,,ba,Paripiranga,,cimenteira,,90
CIMENTO TUPI S/A,33.039.223/0006-26,36280-000,MG,CARANDAI,,cimenteira,b,61
Cimento Verde do Brasil - Cimento Açai,,,MA,Açailândia,,Cimenteira,b,54
CIMENTOS DO BRASIL S/A CIBRASA,04.898.425/0002-00,68702-180,PA,Capanema,"RODOVIA BR-316, KM 158, S/N",Cimenteira,B,94
Cimentos Liz,,,MG,Vespasiano,,cimenteira,b,61
Cimentos Nassau Ituaçu,,,BA,Ituaçu,,cimenteira,,90
Cimentos Tupi,,,MG,Divinópolis,,cimenteira,b,61
CIPLAN CIMENTO PLANALTO S/A,00.057.240/0001-22,73151-010,DF,Brasília,"RODOVIA DF 205, KM 2,7 - FERCAL, S/N",cimenteira,b,65
CISMA COMERCIAL LTDA,32.029.092/0001-29,28623-000,RJ,Nova Friburgo,"AVENIDA CONSELHEIRO JULIUS ARP, 139",Revenda,C,40
CITROSUCO S/A AGROINDUSTRIA - Araras,33.010.786/0120-02,13602-060,SP,Araras,"AVENIDA OTTO BARRETO, 2000",Alimentos e Bebidas,A,104
CITROSUCO S/A AGROINDUSTRIA - Catanduva,33.010.786/0116-26,15804-500,SP,Catanduva,"RODOVIA COMENDADOR PEDRO MONTELEONE, S/N/KM 206,5",Alimentos e Bebidas,A,51
CJ SOLUÇÕES INDUSTRIAIS LTDA ME,18.624.206/0001-58,43700-000,BA,Simões Filho,"RUA UNIÃO, 27",Revenda,,70
CLARIANT  INDUTRIAL VITÓRIA DA CONQUISTA,,,BA,Vitória da Conquista,,química,,90
